date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:24:02	7829/7829	---MCZ	200	added ('OK')	text/css	date:Mon,%2026%20Jan%202026%2007:03:59%20GMT	https://mlr.ltd/local/cache-css/cssdyn-css_barre_outils_icones_css-1fe3d096.css?1769411039	D:/GFE/GFE/mlr.ltd/local/cache-css/cssdyn-css_barre_outils_icones_css-1fe3d096518f.css	(from https://mlr.ltd/)
10:24:02	1437/1437	---MCZ	200	added ('OK')	text/css	date:Thu,%2027%20Feb%202025%2009:45:40%20GMT	https://mlr.ltd/plugins/auto/typoenluminee/v4.0.0/css/enluminurestypo.css	D:/GFE/GFE/mlr.ltd/plugins/auto/typoenluminee/v4.0.0/css/enluminurestypo.css	(from https://mlr.ltd/)
10:24:03	573/573	---M--	200	added ('OK')	text/css	date:Fri,%2005%20Jul%202024%2014:57:54%20GMT	https://mlr.ltd/plugins/auto/mll/v2.1.0/mll_styles.css	D:/GFE/GFE/mlr.ltd/plugins/auto/mll/v2.1.0/mll_styles.css	(from https://mlr.ltd/)
10:24:03	15424/15424	---MCZ	200	added ('OK')	text/css	date:Tue,%2004%20Feb%202025%2016:04:42%20GMT	https://mlr.ltd/plugins/auto/sociaux/v2.4.2/lib/socicon/style.css?1738685082	D:/GFE/GFE/mlr.ltd/plugins/auto/sociaux/v2.4.2/lib/socicon/styledf92.css	(from https://mlr.ltd/)
10:24:03	1765/1765	---MCZ	200	added ('OK')	text/css	date:Tue,%2004%20Feb%202025%2016:04:42%20GMT	https://mlr.ltd/plugins/auto/sociaux/v2.4.2/css/sociaux.css?1738685082	D:/GFE/GFE/mlr.ltd/plugins/auto/sociaux/v2.4.2/css/sociauxdf92.css	(from https://mlr.ltd/)
10:24:03	114/114	---M--	200	added ('OK')	text/css	date:Fri,%2005%20Jul%202024%2014:57:16%20GMT	https://mlr.ltd/plugins/auto/media/v1.6.0/css/media.css	D:/GFE/GFE/mlr.ltd/plugins/auto/media/v1.6.0/css/media.css	(from https://mlr.ltd/)
10:24:04	7265/7265	---MCZ	200	added ('OK')	text/css	date:Fri,%2014%20Feb%202025%2014:17:58%20GMT	https://mlr.ltd/plugins/auto/oembed/v3.4.0/css/oembed.css?1739542678	D:/GFE/GFE/mlr.ltd/plugins/auto/oembed/v3.4.0/css/oembed1be9.css	(from https://mlr.ltd/)
10:24:04	5595/5595	---MCZ	200	added ('OK')	text/css	date:Mon,%2031%20Mar%202025%2006:54:49%20GMT	https://mlr.ltd/squelettes/css/spip.css	D:/GFE/GFE/mlr.ltd/squelettes/css/spip.css	(from https://mlr.ltd/)
10:24:04	85875/85875	---M-Z	200	added ('OK')	text/css	etag:W/%2214f73-BDozLk9VXMC/015FG+lVtLk5ZqA%22	https://cdn.jsdelivr.net/npm/bootstrap-icons@1.11.3/font/bootstrap-icons.min.css	D:/GFE/GFE/cdn.jsdelivr.net/npm/bootstrap-icons@1.11.3/font/bootstrap-icons.min.css	(from https://mlr.ltd/)
10:24:05	232803/232803	---MCZ	200	added ('OK')	text/css	date:Mon,%2031%20Mar%202025%2006:54:49%20GMT	https://mlr.ltd/squelettes/css/bootstrap.min.css	D:/GFE/GFE/mlr.ltd/squelettes/css/bootstrap.min.css	(from https://mlr.ltd/)
10:24:05	6125/6125	---MCZ	200	added ('OK')	text/css	date:Mon,%2031%20Mar%202025%2006:54:49%20GMT	https://mlr.ltd/squelettes/css/mlr.css	D:/GFE/GFE/mlr.ltd/squelettes/css/mlr.css	(from https://mlr.ltd/)
10:24:05	8007/8007	---MCZ	200	added ('OK')	image/svg+xml	date:Sun,%2013%20Apr%202025%2009:32:14%20GMT	https://mlr.ltd/squelettes/images/logo-mlr-white.svg	D:/GFE/GFE/mlr.ltd/squelettes/images/logo-mlr-white.svg	(from https://mlr.ltd/)
10:24:05	13033/13033	---MCZ	200	added ('OK')	text/html	date:Mon,%2013%20Apr%202026%2003:24:02%20GMT	https://mlr.ltd/the-company/who-we-are/article/who-we-are	D:/GFE/GFE/mlr.ltd/the-company/who-we-are/article/who-we-are.html	(from https://mlr.ltd/)
10:24:05	13452/13452	---MCZ	200	added ('OK')	text/html	date:Mon,%2013%20Apr%202026%2003:24:03%20GMT	https://mlr.ltd/the-company/our-values/article/our-values	D:/GFE/GFE/mlr.ltd/the-company/our-values/article/our-values.html	(from https://mlr.ltd/)
10:24:06	13712/13712	---MCZ	200	added ('OK')	text/html	date:Mon,%2013%20Apr%202026%2003:24:03%20GMT	https://mlr.ltd/partners/european-institutions/article/eurocham	D:/GFE/GFE/mlr.ltd/partners/european-institutions/article/eurocham.html	(from https://mlr.ltd/)
10:24:06	17494/17494	---MCZ	200	added ('OK')	text/html	date:Mon,%2013%20Apr%202026%2003:24:03%20GMT	https://mlr.ltd/the-company/management/	D:/GFE/GFE/mlr.ltd/the-company/management/index.html	(from https://mlr.ltd/)
10:24:06	17425/17425	---MCZ	200	added ('OK')	text/html	date:Mon,%2013%20Apr%202026%2003:24:03%20GMT	https://mlr.ltd/services/compliance/	D:/GFE/GFE/mlr.ltd/services/compliance/index.html	(from https://mlr.ltd/)
10:24:07	14454/14454	---MCZ	200	added ('OK')	text/html	date:Mon,%2013%20Apr%202026%2003:24:04%20GMT	https://mlr.ltd/services/economic-intelligence/	D:/GFE/GFE/mlr.ltd/services/economic-intelligence/index.html	(from https://mlr.ltd/)
10:24:07	14548/14548	---MCZ	200	added ('OK')	text/html	date:Mon,%2013%20Apr%202026%2003:24:04%20GMT	https://mlr.ltd/services/public-affairs/	D:/GFE/GFE/mlr.ltd/services/public-affairs/index.html	(from https://mlr.ltd/)
10:24:07	14726/14726	---MCZ	200	added ('OK')	text/html	date:Mon,%2013%20Apr%202026%2003:24:04%20GMT	https://mlr.ltd/partners/vietnamese-institutions/article/nouvelle-traduction-1-vietnam-blockchain-association	D:/GFE/GFE/mlr.ltd/partners/vietnamese-institutions/article/nouvelle-traduction-1-vietnam-blockchain-association.html	(from https://mlr.ltd/)
10:24:07	15730/15730	---MCZ	200	added ('OK')	text/html	date:Mon,%2013%20Apr%202026%2003:24:04%20GMT	https://mlr.ltd/services/risk-advisory/	D:/GFE/GFE/mlr.ltd/services/risk-advisory/index.html	(from https://mlr.ltd/)
10:24:07	19406/19406	---MCZ	200	added ('OK')	text/html	date:Mon,%2013%20Apr%202026%2003:24:04%20GMT	https://mlr.ltd/partners/french-institutions/	D:/GFE/GFE/mlr.ltd/partners/french-institutions/index.html	(from https://mlr.ltd/)
10:24:07	13013/13013	---MCZ	200	added ('OK')	text/html	date:Mon,%2013%20Apr%202026%2003:24:04%20GMT	https://mlr.ltd/contact/article/contact-us	D:/GFE/GFE/mlr.ltd/contact/article/contact-us.html	(from https://mlr.ltd/)
10:24:08	347/347	---MC-	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2013%20Apr%202026%2003:24:05%20GMT	https://mlr.ltd/?action=converser&var_lang=fr&redirect=https%3A%2F%2Fmlr.ltd%2F	D:/GFE/GFE/mlr.ltd/index8576.html	(from https://mlr.ltd/)
10:24:08	341/341	---MC-	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2013%20Apr%202026%2003:24:05%20GMT	https://mlr.ltd/?action=converser&var_lang=th&redirect=https%3A%2F%2Fmlr.ltd%2F	D:/GFE/GFE/mlr.ltd/indexb3f3.html	(from https://mlr.ltd/)
10:24:08	401/401	---MC-	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2013%20Apr%202026%2003:24:05%20GMT	https://mlr.ltd/?action=converser&var_lang=vi&redirect=https%3A%2F%2Fmlr.ltd%2F	D:/GFE/GFE/mlr.ltd/index7965.html	(from https://mlr.ltd/)
10:24:19	330/330	---MC-	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2013%20Apr%202026%2003:24:06%20GMT	https://mlr.ltd/?action=converser&var_lang=zh&redirect=https%3A%2F%2Fmlr.ltd%2F	D:/GFE/GFE/mlr.ltd/index05d4.html	(from https://mlr.ltd/)
10:24:20	1377933/1377933	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Jan%202026%2007:03:56%20GMT	https://mlr.ltd/local/cache-gd2/b8/491da39e09f30c7277e9e933cb04ac.png?1769411036	D:/GFE/GFE/mlr.ltd/local/cache-gd2/b8/491da39e09f30c7277e9e933cb04ac76d4.png	(from https://mlr.ltd/)
10:24:20	1377935/1377935	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Jan%202026%2007:37:48%20GMT	https://mlr.ltd/local/cache-gd2/9f/35e17e845818259c2e6f7912bfa0a7.png?1769413068	D:/GFE/GFE/mlr.ltd/local/cache-gd2/9f/35e17e845818259c2e6f7912bfa0a7dc7f.png	(from https://mlr.ltd/)
10:24:21	45/45	---MCZ	200	added ('OK')	text/html	date:Mon,%2013%20Apr%202026%2003:24:18%20GMT	https://mlr.ltd/services/risk-advisory/article/background-check	D:/GFE/GFE/mlr.ltd/services/risk-advisory/article/background-check.html	(from https://mlr.ltd/)
10:24:21	45/45	---MCZ	200	added ('OK')	text/html	date:Mon,%2013%20Apr%202026%2003:24:18%20GMT	https://mlr.ltd/services/risk-advisory/article/due-diligence	D:/GFE/GFE/mlr.ltd/services/risk-advisory/article/due-diligence.html	(from https://mlr.ltd/)
10:24:21	45/45	---MCZ	200	added ('OK')	text/html	date:Mon,%2013%20Apr%202026%2003:24:18%20GMT	https://mlr.ltd/services/risk-advisory/article/financial-due-diligence	D:/GFE/GFE/mlr.ltd/services/risk-advisory/article/financial-due-diligence.html	(from https://mlr.ltd/)
10:24:22	45/45	---MCZ	200	added ('OK')	text/html	date:Mon,%2013%20Apr%202026%2003:24:19%20GMT	https://mlr.ltd/services/compliance/article/anti-corruption-compliance	D:/GFE/GFE/mlr.ltd/services/compliance/article/anti-corruption-compliance.html	(from https://mlr.ltd/)
10:24:22	45/45	---MCZ	200	added ('OK')	text/html	date:Mon,%2013%20Apr%202026%2003:24:19%20GMT	https://mlr.ltd/services/compliance/article/anti-money-laundering	D:/GFE/GFE/mlr.ltd/services/compliance/article/anti-money-laundering.html	(from https://mlr.ltd/)
10:24:22	45/45	---MCZ	200	added ('OK')	text/html	date:Mon,%2013%20Apr%202026%2003:24:19%20GMT	https://mlr.ltd/services/compliance/article/sanctions	D:/GFE/GFE/mlr.ltd/services/compliance/article/sanctions.html	(from https://mlr.ltd/)
10:24:22	45/45	---MCZ	200	added ('OK')	text/html	date:Mon,%2013%20Apr%202026%2003:24:20%20GMT	https://mlr.ltd/services/compliance/article/cryptocurrencies	D:/GFE/GFE/mlr.ltd/services/compliance/article/cryptocurrencies.html	(from https://mlr.ltd/)
10:24:23	45/45	---MCZ	200	added ('OK')	text/html	date:Mon,%2013%20Apr%202026%2003:24:20%20GMT	https://mlr.ltd/services/compliance/article/5-fraud	D:/GFE/GFE/mlr.ltd/services/compliance/article/5-fraud.html	(from https://mlr.ltd/)
10:24:23	2565821/2565821	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Jan%202026%2007:03:58%20GMT	https://mlr.ltd/local/cache-gd2/b8/acc38d3a3c326efa60fbb44e3e222b.png?1769411038	D:/GFE/GFE/mlr.ltd/local/cache-gd2/b8/acc38d3a3c326efa60fbb44e3e222b1753.png	(from https://mlr.ltd/)
10:24:23	45/45	---MCZ	200	added ('OK')	text/html	date:Mon,%2013%20Apr%202026%2003:24:20%20GMT	https://mlr.ltd/services/economic-intelligence/article/economic-intelligence	D:/GFE/GFE/mlr.ltd/services/economic-intelligence/article/economic-intelligence.html	(from https://mlr.ltd/)
10:24:23	45/45	---MCZ	200	added ('OK')	text/html	date:Mon,%2013%20Apr%202026%2003:24:20%20GMT	https://mlr.ltd/services/economic-intelligence/article/expertise-in-industrial-zones	D:/GFE/GFE/mlr.ltd/services/economic-intelligence/article/expertise-in-industrial-zones.html	(from https://mlr.ltd/)
10:24:24	45/45	---MCZ	200	added ('OK')	text/html	date:Mon,%2013%20Apr%202026%2003:24:21%20GMT	https://mlr.ltd/services/public-affairs/article/strategic-consulting	D:/GFE/GFE/mlr.ltd/services/public-affairs/article/strategic-consulting.html	(from https://mlr.ltd/)
10:24:24	45/45	---MCZ	200	added ('OK')	text/html	date:Mon,%2013%20Apr%202026%2003:24:21%20GMT	https://mlr.ltd/services/public-affairs/article/institutional-relations	D:/GFE/GFE/mlr.ltd/services/public-affairs/article/institutional-relations.html	(from https://mlr.ltd/)
10:24:24	45/45	---MCZ	200	added ('OK')	text/html	date:Mon,%2013%20Apr%202026%2003:24:21%20GMT	https://mlr.ltd/services/public-affairs/article/government-affairs	D:/GFE/GFE/mlr.ltd/services/public-affairs/article/government-affairs.html	(from https://mlr.ltd/)
10:24:24	45/45	---MCZ	200	added ('OK')	text/html	date:Mon,%2013%20Apr%202026%2003:24:21%20GMT	https://mlr.ltd/the-company/management/article/dr-remi-nguyen	D:/GFE/GFE/mlr.ltd/the-company/management/article/dr-remi-nguyen.html	(from https://mlr.ltd/)
10:24:25	16868/16868	---M--	200	added ('OK')	image/webp	date:Mon,%2026%20Jan%202026%2007:03:59%20GMT	https://mlr.ltd/local/cache-gd2/1d/7a6354936b3da14fd9040919216597.webp?1769411039	D:/GFE/GFE/mlr.ltd/local/cache-gd2/1d/7a6354936b3da14fd9040919216597518f.webp	(from https://mlr.ltd/)
10:24:25	45/45	---MCZ	200	added ('OK')	text/html	date:Mon,%2013%20Apr%202026%2003:24:22%20GMT	https://mlr.ltd/the-company/management/article/romain-marselli	D:/GFE/GFE/mlr.ltd/the-company/management/article/romain-marselli.html	(from https://mlr.ltd/)
10:24:25	17236/17236	---M--	200	added ('OK')	image/webp	date:Mon,%2026%20Jan%202026%2007:03:59%20GMT	https://mlr.ltd/local/cache-gd2/bc/3dc14f7f5b61f9f116bb359cdc6d93.webp?1769411039	D:/GFE/GFE/mlr.ltd/local/cache-gd2/bc/3dc14f7f5b61f9f116bb359cdc6d93518f.webp	(from https://mlr.ltd/)
10:24:25	45/45	---MCZ	200	added ('OK')	text/html	date:Mon,%2013%20Apr%202026%2003:24:23%20GMT	https://mlr.ltd/the-company/management/article/tran-cong-hoa	D:/GFE/GFE/mlr.ltd/the-company/management/article/tran-cong-hoa.html	(from https://mlr.ltd/)
10:24:26	15626/15626	---M--	200	added ('OK')	image/webp	date:Mon,%2026%20Jan%202026%2007:03:59%20GMT	https://mlr.ltd/local/cache-gd2/e9/a4f4f56f93ab29c541be8373002acb.webp?1769411039	D:/GFE/GFE/mlr.ltd/local/cache-gd2/e9/a4f4f56f93ab29c541be8373002acb518f.webp	(from https://mlr.ltd/)
10:24:26	45/45	---MCZ	200	added ('OK')	text/html	date:Mon,%2013%20Apr%202026%2003:24:23%20GMT	https://mlr.ltd/the-company/management/article/tran-minh-quan-nguyen	D:/GFE/GFE/mlr.ltd/the-company/management/article/tran-minh-quan-nguyen.html	(from https://mlr.ltd/)
10:24:26	16292/16292	---M--	200	added ('OK')	image/webp	date:Mon,%2026%20Jan%202026%2007:03:59%20GMT	https://mlr.ltd/local/cache-gd2/e3/0a38edf9c0b487f1feed097481ed73.webp?1769411039	D:/GFE/GFE/mlr.ltd/local/cache-gd2/e3/0a38edf9c0b487f1feed097481ed73518f.webp	(from https://mlr.ltd/)
10:24:26	3016/3016	---M--	200	added ('OK')	image/webp	date:Mon,%2026%20Jan%202026%2006:58:35%20GMT	https://mlr.ltd/IMG/webp/partenaires1.webp	D:/GFE/GFE/mlr.ltd/IMG/webp/partenaires1.webp	(from https://mlr.ltd/)
10:24:27	45/45	---MCZ	200	added ('OK')	text/html	date:Mon,%2013%20Apr%202026%2003:24:24%20GMT	https://mlr.ltd/partners/	D:/GFE/GFE/mlr.ltd/partners/index.html	(from https://mlr.ltd/)
10:24:27	6542/6542	---M--	200	added ('OK')	text/html	date:Mon,%2031%20Mar%202025%2006:54:50%20GMT	https://mlr.ltd/squelettes/images/partenaires2.avif	D:/GFE/GFE/mlr.ltd/squelettes/images/partenaires2.html	(from https://mlr.ltd/)
10:24:27	45/45	---MCZ	200	added ('OK')	text/html	date:Mon,%2013%20Apr%202026%2003:24:24%20GMT	https://mlr.ltd/terms-of-use/article/legal-notice	D:/GFE/GFE/mlr.ltd/terms-of-use/article/legal-notice.html	(from https://mlr.ltd/)
10:24:27	45/45	---MCZ	200	added ('OK')	text/html	date:Mon,%2013%20Apr%202026%2003:24:25%20GMT	https://mlr.ltd/terms-of-use/article/privacy-policy	D:/GFE/GFE/mlr.ltd/terms-of-use/article/privacy-policy.html	(from https://mlr.ltd/)
10:24:28	80721/80721	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2031%20Mar%202025%2006:54:51%20GMT	https://mlr.ltd/squelettes/js/bootstrap.bundle.min.js	D:/GFE/GFE/mlr.ltd/squelettes/js/bootstrap.bundle.min.js	(from https://mlr.ltd/)
10:24:28	240/240	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Feb%202025%2011:38:28%20GMT	https://mlr.ltd/plugins-dist/porte_plume/css/img/submenu.png	D:/GFE/GFE/mlr.ltd/plugins-dist/porte_plume/css/img/submenu.png	(from https://mlr.ltd/plugins-dist/porte_plume/css/barre_outils.css?1739878708)
10:24:28	273/273	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2018%20Feb%202025%2011:38:28%20GMT	https://mlr.ltd/plugins-dist/porte_plume/css/img/arrow_out.svg	D:/GFE/GFE/mlr.ltd/plugins-dist/porte_plume/css/img/arrow_out.svg	(from https://mlr.ltd/plugins-dist/porte_plume/css/barre_outils.css?1739878708)
10:24:28	271/271	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2018%20Feb%202025%2011:38:28%20GMT	https://mlr.ltd/plugins-dist/porte_plume/css/img/arrow_in.svg	D:/GFE/GFE/mlr.ltd/plugins-dist/porte_plume/css/img/arrow_in.svg	(from https://mlr.ltd/plugins-dist/porte_plume/css/barre_outils.css?1739878708)
10:24:29	846/846	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2018%20Feb%202025%2011:38:28%20GMT	https://mlr.ltd/plugins-dist/porte_plume/css/img/handle.svg	D:/GFE/GFE/mlr.ltd/plugins-dist/porte_plume/css/img/handle.svg	(from https://mlr.ltd/plugins-dist/porte_plume/css/barre_outils.css?1739878708)
10:24:29	21296/21296	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2018%20Feb%202025%2011:38:28%20GMT	http://mlr.ltd/plugins-dist/porte_plume/icones_barre/spt-v1.svg	D:/GFE/GFE/mlr.ltd/plugins-dist/porte_plume/icones_barre/spt-v1.svg	(from https://mlr.ltd/local/cache-css/cssdyn-css_barre_outils_icones_css-1fe3d096.css?1769411039)
10:24:30	144/144	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Feb%202025%2009:45:40%20GMT	http://mlr.ltd/plugins/auto/typoenluminee/v4.0.0/icones_barre/intertitre2.png	D:/GFE/GFE/mlr.ltd/plugins/auto/typoenluminee/v4.0.0/icones_barre/intertitre2.png	(from https://mlr.ltd/local/cache-css/cssdyn-css_barre_outils_icones_css-1fe3d096.css?1769411039)
10:24:30	144/144	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Feb%202025%2009:45:40%20GMT	http://mlr.ltd/plugins/auto/typoenluminee/v4.0.0/icones_barre/intertitre3.png	D:/GFE/GFE/mlr.ltd/plugins/auto/typoenluminee/v4.0.0/icones_barre/intertitre3.png	(from https://mlr.ltd/local/cache-css/cssdyn-css_barre_outils_icones_css-1fe3d096.css?1769411039)
10:24:30	93/93	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Feb%202025%2009:45:40%20GMT	http://mlr.ltd/plugins/auto/typoenluminee/v4.0.0/icones_barre/right.png	D:/GFE/GFE/mlr.ltd/plugins/auto/typoenluminee/v4.0.0/icones_barre/right.png	(from https://mlr.ltd/local/cache-css/cssdyn-css_barre_outils_icones_css-1fe3d096.css?1769411039)
10:24:31	92/92	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Feb%202025%2009:45:40%20GMT	http://mlr.ltd/plugins/auto/typoenluminee/v4.0.0/icones_barre/left.png	D:/GFE/GFE/mlr.ltd/plugins/auto/typoenluminee/v4.0.0/icones_barre/left.png	(from https://mlr.ltd/local/cache-css/cssdyn-css_barre_outils_icones_css-1fe3d096.css?1769411039)
10:24:31	138/138	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Feb%202025%2009:45:40%20GMT	http://mlr.ltd/plugins/auto/typoenluminee/v4.0.0/icones_barre/cadretexte.png	D:/GFE/GFE/mlr.ltd/plugins/auto/typoenluminee/v4.0.0/icones_barre/cadretexte.png	(from https://mlr.ltd/local/cache-css/cssdyn-css_barre_outils_icones_css-1fe3d096.css?1769411039)
10:24:31	328/328	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Feb%202025%2009:45:40%20GMT	http://mlr.ltd/plugins/auto/typoenluminee/v4.0.0/icones_barre/tag.png	D:/GFE/GFE/mlr.ltd/plugins/auto/typoenluminee/v4.0.0/icones_barre/tag.png	(from https://mlr.ltd/local/cache-css/cssdyn-css_barre_outils_icones_css-1fe3d096.css?1769411039)
10:24:31	519/519	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Feb%202025%2009:45:40%20GMT	http://mlr.ltd/plugins/auto/typoenluminee/v4.0.0/icones_barre/page_white_code_red.png	D:/GFE/GFE/mlr.ltd/plugins/auto/typoenluminee/v4.0.0/icones_barre/page_white_code_red.png	(from https://mlr.ltd/local/cache-css/cssdyn-css_barre_outils_icones_css-1fe3d096.css?1769411039)
10:24:32	533/533	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Feb%202025%2009:45:40%20GMT	http://mlr.ltd/plugins/auto/typoenluminee/v4.0.0/icones_barre/page_white_code.png	D:/GFE/GFE/mlr.ltd/plugins/auto/typoenluminee/v4.0.0/icones_barre/page_white_code.png	(from https://mlr.ltd/local/cache-css/cssdyn-css_barre_outils_icones_css-1fe3d096.css?1769411039)
10:24:32	133/133	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Feb%202025%2009:45:40%20GMT	http://mlr.ltd/plugins/auto/typoenluminee/v4.0.0/icones_barre/miseenevidence.png	D:/GFE/GFE/mlr.ltd/plugins/auto/typoenluminee/v4.0.0/icones_barre/miseenevidence.png	(from https://mlr.ltd/local/cache-css/cssdyn-css_barre_outils_icones_css-1fe3d096.css?1769411039)
10:24:32	133/133	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Feb%202025%2009:45:40%20GMT	http://mlr.ltd/plugins/auto/typoenluminee/v4.0.0/icones_barre/miseenevidence2.png	D:/GFE/GFE/mlr.ltd/plugins/auto/typoenluminee/v4.0.0/icones_barre/miseenevidence2.png	(from https://mlr.ltd/local/cache-css/cssdyn-css_barre_outils_icones_css-1fe3d096.css?1769411039)
10:24:33	141/141	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Feb%202025%2009:45:40%20GMT	http://mlr.ltd/plugins/auto/typoenluminee/v4.0.0/icones_barre/exposant.png	D:/GFE/GFE/mlr.ltd/plugins/auto/typoenluminee/v4.0.0/icones_barre/exposant.png	(from https://mlr.ltd/local/cache-css/cssdyn-css_barre_outils_icones_css-1fe3d096.css?1769411039)
10:24:33	142/142	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Feb%202025%2009:45:40%20GMT	http://mlr.ltd/plugins/auto/typoenluminee/v4.0.0/icones_barre/indice.png	D:/GFE/GFE/mlr.ltd/plugins/auto/typoenluminee/v4.0.0/icones_barre/indice.png	(from https://mlr.ltd/local/cache-css/cssdyn-css_barre_outils_icones_css-1fe3d096.css?1769411039)
10:24:33	138/138	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Feb%202025%2009:45:40%20GMT	http://mlr.ltd/plugins/auto/typoenluminee/v4.0.0/icones_barre/petitescapitales.png	D:/GFE/GFE/mlr.ltd/plugins/auto/typoenluminee/v4.0.0/icones_barre/petitescapitales.png	(from https://mlr.ltd/local/cache-css/cssdyn-css_barre_outils_icones_css-1fe3d096.css?1769411039)
10:24:33	174/174	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Feb%202025%2009:45:40%20GMT	http://mlr.ltd/plugins/auto/typoenluminee/v4.0.0/icones_barre/poesie.png	D:/GFE/GFE/mlr.ltd/plugins/auto/typoenluminee/v4.0.0/icones_barre/poesie.png	(from https://mlr.ltd/local/cache-css/cssdyn-css_barre_outils_icones_css-1fe3d096.css?1769411039)
